	entrez	symbol	PCA.PC1	PCA.PC2	CTRL2_CNTF_3_weeks_untreated_1	CTRL2_BMP4_3_weeks_untreated_1
ENSG00000004455	204	AK2	0.00140223684374282	6.11538749769171e-05	13.4763335033214	13.6079993197196
ENSG00000004468	952	CD38	-0.0245171946615339	-0.000584828020559535	12.5501880324163	10.2480972941013
ENSG00000004478	2288	FKBP4	0.00195682633859839	0.0104808638606913	13.45660051518	13.6403406148435
ENSG00000004487	23028	KDM1A	-5.06117289271466e-05	0.0104423809978315	14.3008484660754	14.2960961771606
ENSG00000004534	10180	RBM6	-0.00563132887794415	-0.000240382724744459	14.2434654689095	13.7147006475957
ENSG00000004660	84254	CAMKK1	0.00534541882087338	0.0104111174504714	10.8642973948926	11.3662161229457
ENSG00000004700	5965	RECQL	0.00468973061212093	-7.10588095773173e-05	12.1602810142826	12.6006325943227
ENSG00000004766	55610	VPS50	0.00044787717431741	0.0104398913497868	11.7553047922383	11.7973591099991
ENSG00000004776	126393	HSPB6	-0.00875726423928563	0.0104674557238815	8.76832397843146	7.94604324131813
ENSG00000004777	115703	ARHGAP33	-0.00883455952603332	3.9066167365909e-05	13.3511490235077	12.5216104917652
ENSG00000004779	4706	NDUFAB1	0.000197506698027931	0.0104464482516557	12.3635723523192	12.3821176364172
ENSG00000004799	5166	PDK4	-0.00277171655230371	3.4669235725282e-05	6.47631586391872	6.2160600274586
ENSG00000004838	51364	ZMYND10	-0.0196370107790579	0.000450298727488886	13.3683912886676	11.5245351188755
ENSG00000004846	340273	ABCB5	0.0101160948086301	0.00526641850291764	6.60775097019728	7.55762180527296
ENSG00000004848	170302	ARX	-0.0131305450566213	-0.00534901562346282	8.50213563948842	7.26921700498812
ENSG00000004864	10165	SLC25A13	0.00136591653991865	-1.35632497851042e-05	12.5010106453536	12.6292660946115
ENSG00000004866	7982	ST7	0.000475416206170515	-8.32440430650007e-06	11.1998105071665	11.2444506570768
ENSG00000004897	996	CDC27	-8.25904636627736e-05	-0.0104452350729304	13.206690649271	13.1989356534774
ENSG00000004948	799	CALCR	0.000564561465245563	-0.00522629079326172	6.9657391777667	7.01874979901818
ENSG00000004961	3052	HCCS	0.00479184037536803	7.28022525673778e-05	11.6047452876207	12.0546846668975
ENSG00000004975	1856	DVL2	0.00173812922991543	-8.395586959976e-05	13.4026753711443	13.56588047097
ENSG00000005007	5976	UPF1	0.00139464420281178	-1.89962065502727e-05	14.6815509500041	14.8125038402863
ENSG00000005020	8935	SKAP2	0.00042522809600532	1.16713817182133e-06	12.8869285901765	12.9268562276978
ENSG00000005022	292	SLC25A5	-0.000841951900932685	0.0104390649881561	13.9661973383821	13.8871405906586
ENSG00000005059	55013	MCUB	0.00352551789157242	-0.000177227650623443	12.9343108204531	13.2653463323865
ENSG00000005073	3207	HOXA11	0.00828537748194733	0.0046336106014501	5.9044406135485	6.68241260536699
ENSG00000005075	5439	POLR2J	-0.00251947130030487	0.0104299723695544	12.8526709790448	12.6161002120401
ENSG00000005100	56919	DHX33	-0.000705457279303704	1.10366227836743e-05	12.2908468958585	12.2246065820142
ENSG00000005108	221981	THSD7A	0.00322254790187735	0.0103230774255741	9.75635947643669	10.0589470188168
ENSG00000005156	3980	LIG3	0.00123258988870554	-0.0104721491898016	12.4137386036083	12.5294750818679
ENSG00000005175	79657	RPAP3	0.000348173205327624	-4.65679064014337e-06	12.2094309652373	12.2421233805964
ENSG00000005187	6296	ACSM3	4.81566872705404e-05	-0.00522041290673816	6.59156192206278	6.59608368996012
ENSG00000005189	81691	REXO5	-0.00378352302885483	6.28494193715533e-05	9.33732516208996	8.98206374482047
ENSG00000005194	57019	CIAPIN1	0.00362453368904974	-0.000195953453302354	12.6442210842672	12.98455388137
ENSG00000005206	56928	SPPL2B	-0.00453143403847069	0.010484129455839	14.1431914721757	13.7177034636469
ENSG00000005238	80256	ATOSB	0.00801711990791241	-0.000210816510110289	13.3077542012827	14.0605376148321
ENSG00000005243	51226	COPZ2	0.0167815869804118	-0.0103532904418836	9.93167326359049	11.5074137385987
ENSG00000005249	5577	PRKAR2B	0.00960523336081882	0.00993184810569893	12.6905431366636	13.5924456203923
ENSG00000005302	10943	MSL3	-0.0037380631393292	5.42520748795586e-05	12.3728702633481	12.0218773927899
ENSG00000005339	1387	CREBBP	-1.04005856048809e-05	5.4780128310255e-08	14.2195170638151	14.2185404801511
ENSG00000005379	9256	TSPOAP1	-0.00717411999382309	0.0104943965096942	11.3367561975589	10.6631279370119
ENSG00000005421	5444	PON1	-0.00226381567342446	0.00516011914984635	6.25269068750245	6.04012521388326
ENSG00000005436	6936	GCFC2	-0.000642559075892867	0.0104421489462575	10.8550396888903	10.7947053269107
ENSG00000005448	84058	WDR54	-0.0077802578157288	0.000166021306583699	12.2965734799503	11.5660307034803
ENSG00000005469	54677	CROT	-0.00246768881532231	0.0104201792999563	12.524286585444	12.2925780378217
ENSG00000005471	5244	ABCB4	0.00600135570561911	0.0106134110842293	10.3351596756214	10.8986689016144
ENSG00000005483	55904	KMT2E	0.00191498486508625	-0.010478824284982	13.9177564602802	14.0975677715982
ENSG00000005486	57414	RHBDD2	-0.0037531279604713	-0.0103859064664772	15.0367363147919	14.6843289029003
ENSG00000005513	30812	SOX8	-0.00327936818523629	-3.24960140011363e-05	12.1381600610281	11.8302372651707
ENSG00000005700	25998	IBTK	0.00274613628064967	-0.0104728391019778	13.195362207845	13.4532161338389
ENSG00000005801	7748	ZNF195	-0.000882145317201361	0.0104466663406798	11.6515721790314	11.568741390574
ENSG00000005810	23077	MYCBP2	0.00139909403375065	-1.98377556589879e-05	13.3495811206108	13.4809518366162
ENSG00000005812	26224	FBXL3	-0.000140029950630477	-4.1123763762489e-06	13.3537992761703	13.3406508855455
ENSG00000005882	5164	PDK2	0.00101872016616035	-2.94876960907912e-05	13.0987377038112	13.1943924592524
ENSG00000005884	3675	ITGA3	0.00438446116975424	-1.33264528494028e-05	15.745250785231	16.1569384840373
ENSG00000005889	7543	ZFX	0.000927935730413813	-1.23186031438268e-05	12.1676230650752	12.2547534354226
ENSG00000005893	3920	LAMP2	-0.00470617439558162	0.00023734064072146	15.8739655145283	15.4320699127463
ENSG00000005961	3674	ITGA2B	-0.00994837147447671	-0.0101932980378944	8.5571720123912	7.62304989324669
ENSG00000005981	51666	ASB4	-0.00640708539010666	0.000232671825253556	6.55751987605112	5.95591385465343
ENSG00000006007	51573	GDE1	0.000195562347933456	0.0104366177162703	13.945000485912	13.9633632013921
ENSG00000006015	55049	REX1BD	0.000124396446028009	-0.0104461368655375	12.1046051392737	12.116285590901
ENSG00000006016	9244	CRLF1	0.0383317102271088	-0.000722388154077261	9.42700333739008	13.0262354810273
ENSG00000006025	114881	OSBPL7	0.00234783309518493	-0.0104790982615723	11.4787800625281	11.6992345190086
ENSG00000006042	26022	TMEM98	-0.00309533675443044	-0.0103471355143472	13.1971168006813	12.9064740019145
ENSG00000006047	51087	YBX2	-0.0010682980195933	-0.00522343296640946	7.20125913441526	7.10094916785434
ENSG00000006062	9020	MAP3K14	-0.0131657347198507	-0.000120856782206784	12.27678081213	11.040557974236
ENSG00000006071	6833	ABCC8	-0.00604705984031058	0.000164584029400661	6.99830568509768	6.43050497850799
ENSG00000006116	10368	CACNG3	-0.0103157709200043	0.00521435170275771	6.87136708719292	5.90274726663977
ENSG00000006118	54972	TMEM132A	-0.0107972445266062	-0.011011791684618	16.8368481680282	15.8230194259079
ENSG00000006125	163	AP2B1	-0.00244230007380342	-2.76297926392653e-05	16.4921900255115	16.2628654042525
ENSG00000006128	6863	TAC1	0.00108402775098562	-0.00522254942052585	6.25698336623698	6.35877030720115
ENSG00000006194	10127	ZNF263	0.00137098092281815	-1.4521022557556e-05	12.2841917674484	12.4129227470077
ENSG00000006210	6376	CX3CL1	0.000717615890681656	-0.010456343641844	13.0832939307332	13.1506759015668
ENSG00000006282	64847	SPATA20	-0.000477369532456518	0.0104517014065434	13.120840433685	13.0760168723195
ENSG00000006283	8913	CACNA1G	0.0223751703364574	-0.0003154496927456	8.69992484717508	10.800885952672
ENSG00000006327	51330	TNFRSF12A	0.00485065345274178	6.1679561947302e-05	14.233862482477	14.6893242325872
ENSG00000006377	1750	DLX6	-0.00379058199093221	-9.89875879508222e-05	6.46015751528499	6.10423328273649
ENSG00000006432	4293	MAP3K9	0.00547373521152145	-5.61572516218538e-05	11.4456854297393	11.9596526804135
ENSG00000006451	5898	RALA	0.0014851292341769	-0.0103975302699874	13.1078947565837	13.24734391879
ENSG00000006453	55971	BAIAP2L1	-0.0011813088598025	-2.13496336026012e-05	6.90588492245139	6.79496357835865
ENSG00000006459	80853	KDM7A	0.00180359550601075	-1.47508119981293e-05	10.87514134618	11.044493532161
ENSG00000006468	2115	ETV1	0.00270998163910807	-2.29939694308709e-05	11.4846960003358	11.7391551143789
ENSG00000006530	55750	AGK	-0.0020821706561307	-9.5737231916869e-05	12.3692876491182	12.173778095548
ENSG00000006534	221	ALDH3B1	-0.00313803891088574	-0.0103390597105248	13.317378063822	13.0227256611735
ENSG00000006576	57157	PHTF2	0.0162532075131215	-0.0102533636635699	11.5706085822304	13.0967358166229
ENSG00000006606	10344	CCL26	0.0108120887372998	0.00513479258759868	6.12133895685826	7.13656152565525
ENSG00000006607	9855	FARP2	0.00222376949966685	-1.26278453047815e-05	12.6425403956702	12.8513456541838
ENSG00000006625	79017	GGCT	-0.00294571896087097	6.75764571131818e-05	11.8968574390771	11.6202633005096
ENSG00000006634	10926	DBF4	0.00711733760574693	-4.06502712514267e-05	8.90283819023099	9.57113475555369
ENSG00000006638	6915	TBXA2R	0.0117303680961362	0.00039231237669137	8.46396312300853	9.56540935794461
ENSG00000006652	3475	IFRD1	-0.00252934153439591	-0.0104541761591494	12.99790623444	12.7604086821812
ENSG00000006695	1352	COX10	0.00335181111982753	1.87956537232983e-05	10.7440126913404	11.0587376605736
ENSG00000006704	9569	GTF2IRD1	0.00376457946510105	0.0103837407654321	11.9242789644241	12.2777616381109
ENSG00000006712	54623	PAF1	-0.000191154242389179	-4.64203344901256e-06	13.6784748800979	13.6605260724522
ENSG00000006715	27072	VPS41	0.000171554327655607	-1.84949313132509e-06	14.3846375214738	14.4007459561568
ENSG00000006740	9912	ARHGAP44	-0.0166449268157343	0.00118981371952454	11.4060732521447	9.84316475500932
ENSG00000006744	60528	ELAC2	-0.000950907484904833	1.66630062870296e-05	13.6737646022052	13.584477253297
ENSG00000006747	85477	SCIN	-0.00724090964935052	6.4020135092403e-05	8.21242234355666	7.53252273551141
ENSG00000006756	414	ARSD	-0.00197835728079276	4.78016442265285e-05	11.7507038530458	11.5649420627568
ENSG00000006831	79602	ADIPOR2	0.00249606965723758	1.74609242852436e-05	13.5825619955879	13.8169354187892
ENSG00000006837	51265	CDKL3	-0.00102111032885869	0.0104321543141433	8.73429275514039	8.63841357062049
ENSG00000007001	151531	UPP2	0.00335724411699675	1.77681688619138e-05	6.0282129092724	6.34344802057682
ENSG00000007047	57787	MARK4	0.00545298135546629	0.0103907752944746	13.0594325776871	13.5714511037838
ENSG00000007062	8842	PROM1	-0.016483377046429	0.0102968931747512	15.0284613727059	13.4807219123558
ENSG00000007080	115098	CCDC124	-0.000425894292940668	-1.04114744433697e-06	13.4813721120515	13.4413819206444
ENSG00000007168	5048	PAFAH1B1	0.002116320132758	7.69290849382143e-06	15.1403811537079	15.3390972402827
ENSG00000007171	4843	NOS2	-0.00273193052705119	0.005085476730348	6.4085577340049	6.15203768548923
ENSG00000007174	1770	DNAH9	-0.0201677488397475	0.010340991177487	12.9316847203105	11.0379938450861
ENSG00000007202	9703	BLTP2	0.0023206577751539	5.06347043801593e-05	15.0017064985841	15.2196092743598
ENSG00000007237	8522	GAS7	-0.00932329371578799	-0.0106378563208588	10.9023948038725	10.026965603672
ENSG00000007255	79090	TRAPPC6A	-0.00486198957327219	0.000103636311333352	11.0049428781436	10.5484167004576
ENSG00000007264	4145	MATK	-0.0186481646708676	0.000263288800047536	9.1280598648776	7.37705336645744
ENSG00000007341	54879	ST7L	0.00315943675966324	-0.0103878302239029	11.1690381354186	11.4656997316217
ENSG00000007350	8277	TKTL1	-0.00939290585685806	-0.000181683727944307	12.4425368820147	11.5605713114242
ENSG00000007372	5080	PAX6	-0.0154771315834092	-0.0101267345137625	14.0855669374235	12.6323108954608
ENSG00000007376	113000	RPUSD1	0.00268964399210745	-0.0104621553174195	11.5036311700305	11.7561806402727
ENSG00000007384	64285	RHBDF1	0.00398754529908736	6.17380162918807e-05	12.2757269249126	12.6501454188867
ENSG00000007392	55692	LUC7L	-0.00115686234696022	0.010457827646773	13.2612831223745	13.1526572322101
ENSG00000007402	9254	CACNA2D2	0.00969897113537427	-0.0103192067272451	9.09396775629629	10.0046719347381
ENSG00000007516	8938	BAIAP3	-0.0159520176872425	-0.0100369243652619	16.4201136726097	14.9222672557497
ENSG00000007520	115939	TSR3	-6.10551419643368e-05	-1.20110359508357e-06	13.1037039210677	13.0979710271219
ENSG00000007541	9091	PIGQ	-0.00506006471551833	-0.0104650834317252	14.0832949212282	13.6081700842441
ENSG00000007545	57585	CRAMP1	0.000265582526356269	-0.0104422431356515	12.8341206020843	12.8590580014329
ENSG00000007866	7005	TEAD3	0.00296417110759815	-0.0103509017118503	12.343612187426	12.6219389269974
ENSG00000007923	55735	DNAJC11	0.000561090393889494	1.62659479021251e-05	13.1612879682779	13.2139726663831
ENSG00000007944	29116	MYLIP	0.0217477069987416	0.0102462233526091	8.66914288330977	10.7111870711769
ENSG00000007968	1870	E2F2	-0.00204932281686235	-2.0363396935485e-05	6.99947571883936	6.807050478446
ENSG00000008018	5689	PSMB1	0.00209003483889792	-6.89220307710978e-05	13.7175251052484	13.9137730818953
ENSG00000008056	6853	SYN1	0.0105302206671485	0.0107359470745881	10.5716150048923	11.5603710108267
ENSG00000008083	3720	JARID2	-0.00240784835203065	0.0104904483075856	12.9060155761667	12.6799258678212
ENSG00000008086	6792	CDKL5	-0.00358575440277016	2.54475465139527e-05	12.3456374203944	12.0089458814786
ENSG00000008128	728642	CDK11A	0.000304984413302748	3.51104538201825e-06	11.9963835517224	12.0250206695855
ENSG00000008130	65220	NADK	-0.000949842683234324	1.64616316934585e-05	13.8076643736909	13.7184770064526
ENSG00000008196	7021	TFAP2B	-0.00461751794382592	-0.0105487775869412	9.72629742312195	9.29272639514611
ENSG00000008226	9940	DLEC1	-0.021447894306773	0.000140083858170265	11.0849402413229	9.0710475622617
ENSG00000008256	9265	CYTH3	0.00321215267180229	-0.000117964225782645	13.2017411257214	13.5033525873056
ENSG00000008277	53616	ADAM22	0.0153519175047286	-0.000292592672250522	13.744489484293	15.1859883013849
ENSG00000008282	6856	SYPL1	-0.0060496246719878	-0.0102779385017655	13.6101667365305	13.042125199971
ENSG00000008283	1534	CYB561	-0.00412540205070719	-3.56666378395713e-05	13.3774838862971	12.9901210585402
ENSG00000008294	9043	SPAG9	0.0013591486268407	-1.22833065025722e-05	16.3127978717438	16.4404178343471
ENSG00000008300	1951	CELSR3	0.00411110964393962	-0.0105678099756179	12.0024281564027	12.3884489702098
ENSG00000008311	10157	AASS	-0.00609630607798642	0.000173897445571527	12.2610063677122	11.6885815877236
ENSG00000008323	55200	PLEKHG6	-0.0055717566257406	-0.00547315278523585	6.80917723919011	6.28600607293971
ENSG00000008324	51188	SS18L2	0.00196926992440792	0.0103969245411038	10.0470092399298	10.2319177548234
ENSG00000008382	84954	MPND	-3.77507633658327e-05	2.04027480869655e-06	11.2425100818418	11.2389653988588
ENSG00000008394	4257	MGST1	-0.0241527721982431	-0.000653747357808806	12.7492993210236	10.4814267544512
ENSG00000008405	1407	CRY1	-0.000414089212491336	0.0104397338739343	12.7156033299144	12.6767216000071
ENSG00000008441	4784	NFIX	-0.00750643575822338	0.0105572438491066	16.5250992474034	15.8202675374413
ENSG00000008513	6482	ST3GAL1	0.0009405378165054	0.0104283056890505	11.2999559130183	11.3882695812949
ENSG00000008516	64386	MMP25	-0.00413185607731351	-0.0050927778581853	7.52742858260812	7.13945974119096
ENSG00000008517	9235	IL32	-0.0334374468123955	0.0115451718062707	11.7742469801961	8.63457143075448
ENSG00000008710	5310	PKD1	0.00259085812299465	-0.0103618870018417	14.6460865437492	14.8893603184031
ENSG00000008735	23542	MAPK8IP2	-0.00171021466268875	-0.0104459169022975	12.8942499045413	12.7336658985056
ENSG00000008838	9862	MED24	-0.00152160288411088	4.30065490910788e-05	14.2187783565482	14.0759044284637
ENSG00000008853	23221	RHOBTB2	0.00450254837250673	-0.000198831020786671	12.7154275970968	13.1382033285889
ENSG00000008869	54497	HEATR5B	0.000261488270873237	0.0104445463481619	12.3254649021938	12.3500178632836
ENSG00000008952	7095	SEC62	-0.00145834169525493	0.0104740502249956	15.0450592683008	14.9081253753211
ENSG00000008988	6224	RPS20	-0.00235970314240118	-0.0104862580605853	16.0778857561873	15.8563167380232
ENSG00000009307	7812	CSDE1	0.00180182650932439	-1.44162605050111e-05	16.476422128583	16.6456082111031
ENSG00000009335	9690	UBE3C	0.0033108688288688	-0.0104164689575136	13.5323634930895	13.8432441045109
ENSG00000009413	5980	REV3L	-0.00574291063371977	-0.0103359440595228	14.5733034943248	14.0340614822035
ENSG00000009694	10178	TENM1	-0.00303137512359575	0.00530527948965508	7.72511901802989	7.44048202376001
ENSG00000009709	5081	PAX7	0.00473186573728665	0.0105271522072375	11.2142340598898	11.6585420012812
ENSG00000009780	199870	FAM76A	-0.0051986156830607	0.0106103064108895	11.4996739431426	11.0115395875914
ENSG00000009830	29954	POMT2	-0.00291475070982478	-0.000101452231814786	13.6425842562082	13.3688979431443
ENSG00000009844	51534	VTA1	-0.00022439289740769	0.0104344533800391	13.471748333448	13.4506785162035
ENSG00000009950	51085	MLXIPL	0.0100304069405422	6.11199411062105e-05	6.24276572486721	7.18459072720247
ENSG00000009954	9031	BAZ1B	0.00166091098811453	0.0104552411808969	14.1548279522018	14.3107824916868
ENSG00000010017	10048	RANBP9	-0.000755659316769362	-0.0104632697896671	13.811722191543	13.7407680575782
ENSG00000010030	51513	ETV7	-0.00539962637756451	4.21418375485625e-05	8.15024423260703	7.64323557824188
ENSG00000010072	83932	SPRTN	-0.00326015588478653	-3.61294316617142e-05	11.533036628906	11.2269178101976
ENSG00000010165	51603	METTL13	-0.00225165711775794	1.79019333479367e-05	12.6040025183441	12.3925786964831
ENSG00000010219	8798	DYRK4	0.000208509110894425	0.0104443674825504	11.7301900008058	11.7497683783352
ENSG00000010244	7756	ZNF207	0.00121500514492415	-0.0104688235745907	14.2101364897766	14.3242218135564
ENSG00000010256	7384	UQCRC1	0.000118066375266484	-1.93213625588183e-06	14.2193052381014	14.2303913151489
ENSG00000010270	83930	STARD3NL	-0.00139573661876526	1.92028035389286e-05	13.3754667299368	13.2444112650867
ENSG00000010278	928	CD9	0.00741107014031654	-9.62007755432961e-05	12.15284294431	12.8487201099709
ENSG00000010282	57467	HHATL	-0.00666657192457504	0.00517690555649051	6.81802473709833	6.19205371163048
ENSG00000010292	9918	NCAPD2	0.000834100195737529	5.42751163165238e-06	13.2351108676306	13.3134303638839
ENSG00000010295	25900	IFFO1	0.00336594589769587	-0.0104268850966476	11.9755703724157	12.2916225547199
ENSG00000010310	2696	GIPR	0.00801725902951643	0.000115501166504791	7.45968063077144	8.21247710742052
ENSG00000010318	51533	PHF7	0.0011776872956658	2.20345414369134e-05	8.60112764124776	8.71170893137542
ENSG00000010319	56920	SEMA3G	0.00703307570874917	-2.47147165547928e-05	8.2576134157611	8.91799804273404
ENSG00000010322	11188	NISCH	0.000612360346454858	-0.0104364377823522	15.1249569547958	15.1824557470331
ENSG00000010327	23166	STAB1	0.000223602439952184	-0.0052229983436182	6.26536324818943	6.28635884385952
ENSG00000010361	80199	FUZ	-0.00956710739186047	-0.00014873884789559	12.3167104290634	11.4183878589929
ENSG00000010379	6540	SLC6A13	0.00299103704623577	-0.0051344787853199	6.85027877864369	7.13112814893889
ENSG00000010404	3423	IDS	0.00239476630120437	-4.49666482624595e-05	16.210098895261	16.4349602384342
ENSG00000010539	7752	ZNF200	-0.00230093554674096	0.0103886430311681	10.7538759642182	10.5378250462915
ENSG00000010610	920	CD4	0.0164584991234451	-0.000501868662225157	7.26802219998851	8.81342569829719
ENSG00000010626	10233	LRRC23	-0.0170847970148083	0.0104106333247268	12.6490644143761	11.0448534303401
ENSG00000010704	3077	HFE	0.00644701329142489	8.61210234376394e-05	8.64688216450595	9.25223729558336
ENSG00000010803	22955	SCMH1	-0.00165798435478162	6.87989233778672e-05	12.5134704228014	12.3577906853719
ENSG00000010810	2534	FYN	-0.00760406105479663	0.000132699090715724	15.8730390434842	15.1590406121998
ENSG00000010818	3097	HIVEP2	0.00331359395152511	-0.000137148734073061	13.0608937007708	13.3720301930022
ENSG00000010932	2326	FMO1	-0.00523441601024874	0.00523240115646125	6.45876065811684	5.96726475966531
ENSG00000011007	6924	ELOA	0.00246958045735548	0.0103838921380443	13.1784988502787	13.4103850173907
ENSG00000011009	11313	LYPLA2	0.000147671720183146	-2.43195486968421e-06	12.5382820879155	12.552148017686
ENSG00000011021	1185	CLCN6	-0.00542304749286914	0.0104895788139649	13.4335979540615	12.9243901275085
ENSG00000011028	9902	MRC2	0.0110946448443021	-0.000140148033267179	16.9381625080598	17.9799162443074
ENSG00000011052	654364	NME1-NME2	0.00473649224274469	-0.0105229099289429	10.501028657231	10.9457710135509
ENSG00000011105	10867	TSPAN9	0.00322620911791116	-0.0104004581685018	14.8698931481002	15.1728244676392
ENSG00000011114	55727	BTBD7	0.00841883203121453	0.0101562195470465	12.761872062727	13.5523750347859
ENSG00000011132	9546	APBA3	-0.00226470817292871	2.03701403422333e-05	10.7539808083186	10.5413315316839
ENSG00000011143	54903	MKS1	-0.00372717335964325	5.21926068874683e-05	11.6929346697808	11.3429643167375
ENSG00000011198	51099	ABHD5	0.0109504485594805	-0.0105558853169044	12.4993823665424	13.5275965059328
ENSG00000011201	3730	ANOS1	0.00102872123640087	0.0104116284985154	12.7621811397371	12.8587749655529
ENSG00000011243	26993	AKAP8L	-0.00346621548847098	-0.0104401671650089	14.341356587187	14.0158893922989
ENSG00000011258	54799	MBTD1	-0.00114536966531152	-0.0104711540209447	12.068065302076	11.960518540105
